name,image,description,category,rarity,classification,ac,damage,damage_type,properties,cost
Apparatus of Kwalish,,"This item first appears to be a Large sealed iron barrel weighing 500 pounds. The barrel has a hidden catch, which can be found with a successful DC 20 Intelligence (Investigation) check. Releasing the catch unlocks a hatch at one end of the barrel, allowing two Medium or smaller creatures to crawl inside. Ten levers are set in a row at the far end, each in a neutral position, able to move either up or down. When certain levers are used, the apparatus transforms to resemble a giant lobster. The apparatus of the Crab is a Large object with the following statistics: <br /><br /> <strong>Armor Class</strong>: 20<br /> <strong>Hit Points</strong>: 200<br /> <strong>Speed</strong>: 30 ft., swim 30 ft. (or 0 ft. for both if the legs and tail aren't extended)<br /> <strong>Damage Immunities</strong>: poison, psychic<br /> <br /><br /> To be used as a vehicle, the apparatus requires one pilot. While the apparatus's hatch is closed, the compartment is airtight and watertight. The compartment holds enough air for 10 hours of breathing, divided by the number of breathing creatures inside. <br /><br /> The apparatus floats on water. It can also go underwater to a depth of 900 feet. Below that, the vehicle takes 2d6 bludgeoning damage per minute from pressure. <br /><br /> A creature in the compartment can use an action to move as many as two of the apparatus's levers up or down. After each use, a lever goes back to its neutral position. Each lever, from left to right, functions as shown in the Apparatus of the Crab Levers table.",WONDROUS_ITEMS,LEGENDARY,,,,,,1000000
Boots of the Winterlands,boots,"These furred boots are snug and feel quite warm. While you wear them, you gain the following benefits:<ul><li>You have resistance to cold damage.</li><li>You ignore difficult terrain created by ice or snow.</li><li>You can tolerate temperatures as low as −50 degrees Fahrenheit without any additional protection. If you wear heavy clothes, you can tolerate temperatures as low as −100 degrees Fahrenheit.</li></ul>",WONDROUS_ITEMS,UNCOMMON,,,,,requires attunement,1000000
Folding Boat,,"This object appears as a wooden box that measures 12 inches long, 6 inches wide, and 6 inches deep. It weighs 4 pounds and floats. It can be opened to store items inside. This item also has three command words, each requiring you to use an action to speak it. One command word causes the box to unfold into a boat 10 feet long, 4 feet wide, and 2 feet deep. The boat has one pair of oars, an anchor, a mast, and a lateen sail. The boat can hold up to four Medium creatures comfortably. The second command word causes the box to unfold into a ship 24 feet long, 8 feet wide, and 6 feet deep. The ship has a deck, rowing seats, five sets of oars, a steering oar, an anchor, a deck cabin, and a mast with a square sail. The ship can hold fifteen Medium creatures comfortably. When the box becomes a vessel, its weight becomes that of a normal vessel its size, and anything that was stored in the box remains in the boat. The third command word causes the folding boat to fold back into a box, provided that no creatures are aboard. Any objects in the vessel that can't fit inside the box remain outside the box as it folds. Any objects in the vessel that can fit inside the box do so.",WONDROUS_ITEMS,RARE,,,,,,1000000
Ring of Invisibility,ring,"While wearing this ring, you can turn invisible as an action. Anything you are wearing or carrying is invisible with you. You remain invisible until the ring is removed, until you attack or cast a spell, or until you use a bonus action to become visible again.",WONDROUS_ITEMS,LEGENDARY,,,,,requires attunement,1000000
Ioun Stone of Awareness,ioun-stone,"An Ioun stone is named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun stone exist, each type a distinct combination of shape and color.<br /><br />When you use an action to toss one of these stones into the air, the stone orbits your head at a distance of 1d3 feet and confers a benefit to you. Thereafter, another creature must use an action to grasp or net the stone to separate it from you, either by making a successful attack roll against AC 24 or a successful DC 24 Dexterity (Acrobatics) check. You can use an action to seize and stow the stone, ending its effect.<br /><br />A stone has AC 24, 10 hit points, and resistance to all damage. It is considered to be an object that is being worn while it orbits your head.<br /><br />Effect for this Ioun Stone: You can't be surprised while this dark blue rhomboid orbits your head.",WONDROUS_ITEMS,RARE,,,,,requires attunement,1200000
Staff of Charming,staff,"While holding this staff, you can use an action to expend 1 of its 10 charges to cast charm person, command, or comprehend languages from it using your spell save DC. The staff can also be used as a magic quarterstaff.",WONDROUS_ITEMS,RARE,,,,,requires attunement by a bard,1200000
Sun Blade,,"This item appears to be a longsword hilt. While grasping the hilt, you can use a bonus action to cause a blade of pure radiance to spring into existence, or make the blade disappear. While the blade exists, this magic longsword has the finesse property. If you are proficient with shortswords or longswords, you are proficient with the sun blade. You gain a +2 bonus to attack and damage rolls made with this weapon, which deals radiant damage instead of slashing damage. When you hit an undead with it, that target takes an extra 1d8 radiant damage. The sword's luminous blade emits bright light in a 15-foot radius and dim light for an additional 15 feet. The light is sunlight. While the blade persists, you can use an action to expand or reduce its radius of bright and dim light by 5 feet each, to a maximum of 30 feet each or a minimum of 10 feet each.",WEAPON,RARE,,,,,requires attunement,1200000
Helm of Telepathy,,"While wearing this helm, you can use an action to cast the detect thoughts spell (save DC 13) from it. As long as you maintain concentration on the spell, you can use a bonus action to send a telepathic message to a creature you are focused on. It can reply—using a bonus action to do so—while your focus on it continues. While focusing on a creature with detect thoughts, you can use an action to cast the suggestion spell (save DC 13) from the helm on that creature. Once used, the suggestion property can't be used again until the next dawn.",WONDROUS_ITEMS,UNCOMMON,,,,,requires attunement,1200000
Carpet of Flying,,"You can speak the carpet's command word as an action to make the carpet hover and fly. It moves according to your spoken directions, provided that you are within 30 feet of it. Four sizes of carpet of flying exist. The GM chooses the size of a given carpet or determines it randomly.<table><thead><tr><th>d100</th><th>Size</th><th>Capacity</th><th>Flying Speed</th></tr></thead><tbody><tr><td>01-20</td><td>3ft. x 5 ft.</td><td>200 lb.</td><td>80 feet</td></tr><tr><td>21-55</td><td>4ft. x 6ft.</td><td>400 lb.</td><td>60 feet</td></tr><tr><td>56-80</td><td>5ft. x 7 ft.</td><td>600 lb.</td><td>40 feet</td></tr><tr><td>81-100</td><td>6ft. x 9 ft.</td><td>800 lb.</td><td>30 feet</td></tr></tbody></table>",WONDROUS_ITEMS,VERY_RARE,,,,,,1200000
Ring of Regeneration,ring,"While wearing this ring, you regain 1d6 hit points every 10 minutes, provided that you have at least 1 hit point. If you lose a body part, the ring causes the missing part to regrow and return to full functionality after 1d6 + 1 days if you have at least 1 hit point the whole time.",WONDROUS_ITEMS,VERY_RARE,,,,,requires attunement,1200000
Staff of Healing,staff,"This staff has 10 charges. While holding it, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC and spellcasting ability modifier: cure wounds (1 charge per spell level, up to 4th), lesser restoration (2 charges), or mass cure wounds (5 charges).",WONDROUS_ITEMS,RARE,,,,,requires attunement by a bard,1300000
Ring of Shooting Stars,ring,"While wearing this ring in dim light or darkness, you can cast <strong><em>dancing lights</em></strong> and <strong><em>light</em></strong> from the ring at will. Casting either spell from the ring requires an action.  <br> The ring has 6 charges for the following other properties. The ring regains 1d6 expended charges daily at dawn.  <br> <strong>Faerie Fire.</strong> You can expend 1 charge as an action to cast <strong><em>faerie fire</em></strong> from the ring. <br> <strong>Ball Lightning.</strong> You can expend 2 charges as an action to create one to four 3-foot-diameter spheres of lightning. The more spheres you create, the less powerful each sphere is individually.  <br> Each sphere appears in an unoccupied space you can see within 120 feet of you. The spheres last as long as you concentrate (as if concentrating on a spell), up to 1 minute. Each sphere sheds dim light in a 30-foot radius.  <br> As a bonus action, you can move each sphere up to 30 feet, but no farther than 120 feet away from you. When a creature other than you comes within 5 feet of a sphere, the sphere discharges lightning at that creature and disappears. That creature must make a DC 15 Dexterity saving throw. On a failed save, the creature takes lightning damage based on the number of spheres you created. <table> <thead> <tr> <th>Spheres</th> <th>Lightning Damage</th> </tr> </thead> <tbody> <tr> <td>4</td> <td>2d4</td> </tr> <tr> <td>3</td> <td>2d6</td> </tr> <tr> <td>2</td> <td>5d4</td> </tr> <tr> <td>1</td> <td>4d12</td> </tr> </tbody> </table> <strong>Shooting Stars.</strong> You can expend 1 to 3 charges as an action. For every charge you expend, you launch a glowing mote of light from the ring at a point you can see within 60 feet of you. Each creature within a 15-foot cube originating from that point is showered in sparks and must make a DC 15 Dexterity saving throw, taking 5d4 fire damage on a failed save, or half as much damage on a successful one.",WONDROUS_ITEMS,Very Rare (requires attunement outdoors at night),,,,,requires attunement,1400000
